Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Tenure,Credit_History,Property_Area,Loan_Status
LP002031,Male,Yes,1,Not Graduate,No,33990,16400,1110000,180,Yes,Urban,Yes
LP002035,Male,Yes,2,Graduate,No,37170,0,1200000,360,Yes,Semiurban,Yes
LP002036,Male,Yes,0,Graduate,No,20580,21340,880000,360,,Urban,Yes
LP002043,Female,No,1,Graduate,No,35410,0,1120000,360,,Semiurban,Yes
LP002050,Male,Yes,1,Graduate,Yes,100000,0,1550000,360,Yes,Rural,No
LP002051,Male,Yes,0,Graduate,No,24000,21670,1150000,360,Yes,Semiurban,Yes
LP002053,Male,Yes,3+,Graduate,No,43420,1890,1240000,360,Yes,Semiurban,Yes
LP002054,Male,Yes,2,Not Graduate,No,36010,15900,0,360,Yes,Rural,Yes
LP002055,Female,No,0,Graduate,No,31660,29850,1320000,360,,Rural,Yes
LP002065,Male,Yes,3+,Graduate,No,150000,0,3000000,360,Yes,Rural,Yes
LP002067,Male,Yes,1,Graduate,Yes,86660,49830,3760000,360,No,Rural,No
LP002068,Male,No,0,Graduate,No,49170,0,1300000,360,No,Rural,Yes
LP002082,Male,Yes,0,Graduate,Yes,58180,21600,1840000,360,Yes,Semiurban,Yes
LP002086,Female,Yes,0,Graduate,No,43330,24510,1100000,360,Yes,Urban,No
LP002087,Female,No,0,Graduate,No,25000,0,670000,360,Yes,Urban,Yes
LP002097,Male,No,1,Graduate,No,43840,17930,1170000,360,Yes,Urban,Yes
LP002098,Male,No,0,Graduate,No,29350,0,980000,360,Yes,Semiurban,Yes
LP002100,Male,No,,Graduate,No,28330,0,710000,360,Yes,Urban,Yes
LP002101,Male,Yes,0,Graduate,,633370,0,4900000,180,Yes,Urban,Yes
LP002103,,Yes,1,Graduate,Yes,98330,18330,1820000,180,Yes,Urban,Yes
LP002106,Male,Yes,,Graduate,Yes,55030,44900,700000,,Yes,Semiurban,Yes
LP002110,Male,Yes,1,Graduate,,52500,6880,1600000,360,Yes,Rural,Yes
LP002112,Male,Yes,2,Graduate,Yes,25000,46000,1760000,360,Yes,Rural,Yes
LP002113,Female,No,3+,Not Graduate,No,18300,0,0,360,No,Urban,No
LP002114,Female,No,0,Graduate,No,41600,0,710000,360,Yes,Semiurban,Yes
LP002115,Male,Yes,3+,Not Graduate,No,26470,15870,1730000,360,Yes,Rural,No
LP002116,Female,No,0,Graduate,No,23780,0,460000,360,Yes,Rural,No
LP002119,Male,Yes,1,Not Graduate,No,45540,12290,1580000,360,Yes,Urban,Yes
LP002126,Male,Yes,3+,Not Graduate,No,31730,0,740000,360,Yes,Semiurban,Yes
LP002128,Male,Yes,2,Graduate,,25830,23300,1250000,360,Yes,Rural,Yes
LP002129,Male,Yes,0,Graduate,No,24990,24580,1600000,360,Yes,Semiurban,Yes
LP002130,Male,Yes,,Not Graduate,No,35230,32300,1520000,360,No,Rural,No
LP002131,Male,Yes,2,Not Graduate,No,30830,21680,1260000,360,Yes,Urban,Yes
LP002137,Male,Yes,0,Graduate,No,63330,45830,2590000,360,,Semiurban,Yes
LP002138,Male,Yes,0,Graduate,No,26250,62500,1870000,360,Yes,Rural,Yes
LP002139,Male,Yes,0,Graduate,No,90830,0,2280000,360,Yes,Semiurban,Yes
LP002140,Male,No,0,Graduate,No,87500,41670,3080000,360,Yes,Rural,No
LP002141,Male,Yes,3+,Graduate,No,26660,20830,950000,360,Yes,Rural,Yes
LP002142,Female,Yes,0,Graduate,Yes,55000,0,1050000,360,No,Rural,No
LP002143,Female,Yes,0,Graduate,No,24230,5050,1300000,360,Yes,Semiurban,Yes
LP002144,Female,No,,Graduate,No,38130,0,1160000,180,Yes,Urban,Yes
LP002149,Male,Yes,2,Graduate,No,83330,31670,1650000,360,Yes,Rural,Yes
LP002151,Male,Yes,1,Graduate,No,38750,0,670000,360,Yes,Urban,No
LP002158,Male,Yes,0,Not Graduate,No,30000,16660,1000000,480,No,Urban,No
LP002160,Male,Yes,3+,Graduate,No,51670,31670,2000000,360,Yes,Semiurban,Yes
LP002161,Female,No,1,Graduate,No,47230,0,810000,360,Yes,Semiurban,No
LP002170,Male,Yes,2,Graduate,No,50000,36670,2360000,360,Yes,Semiurban,Yes
LP002175,Male,Yes,0,Graduate,No,47500,23330,1300000,360,Yes,Urban,Yes
LP002178,Male,Yes,0,Graduate,No,30130,30330,950000,300,,Urban,Yes
LP002180,Male,No,0,Graduate,Yes,68220,0,1410000,360,Yes,Rural,Yes
LP002181,Male,No,0,Not Graduate,No,62160,0,1330000,360,Yes,Rural,No
LP002187,Male,No,0,Graduate,No,25000,0,960000,480,Yes,Semiurban,No
LP002188,Male,No,0,Graduate,No,51240,0,1240000,,No,Rural,No
LP002190,Male,Yes,1,Graduate,No,63250,0,1750000,360,Yes,Semiurban,Yes
LP002191,Male,Yes,0,Graduate,No,197300,52660,5700000,360,Yes,Rural,No
LP002194,Female,No,0,Graduate,Yes,157590,0,550000,360,Yes,Semiurban,Yes
LP002197,Male,Yes,2,Graduate,No,51850,0,1550000,360,Yes,Semiurban,Yes
LP002201,Male,Yes,2,Graduate,Yes,93230,78730,3800000,300,Yes,Rural,Yes
LP002205,Male,No,1,Graduate,No,30620,19870,1110000,180,No,Urban,No
LP002209,Female,No,0,Graduate,,27640,14590,1100000,360,Yes,Urban,Yes
LP002211,Male,Yes,0,Graduate,No,48170,9230,1200000,180,Yes,Urban,Yes
LP002219,Male,Yes,3+,Graduate,No,87500,49960,1300000,360,Yes,Rural,Yes
LP002223,Male,Yes,0,Graduate,No,43100,0,1300000,360,,Semiurban,Yes
LP002224,Male,No,0,Graduate,No,30690,0,710000,480,Yes,Urban,No
LP002225,Male,Yes,2,Graduate,No,53910,0,1300000,360,Yes,Urban,Yes
LP002226,Male,Yes,0,Graduate,,33330,25000,1280000,360,Yes,Semiurban,Yes
LP002229,Male,No,0,Graduate,No,59410,42320,2960000,360,Yes,Semiurban,Yes
LP002231,Female,No,0,Graduate,No,60000,0,1560000,360,Yes,Urban,Yes
LP002234,Male,No,0,Graduate,Yes,71670,0,1280000,360,Yes,Urban,Yes
LP002236,Male,Yes,2,Graduate,No,45660,0,1000000,360,Yes,Urban,No
LP002237,Male,No,1,Graduate,,36670,0,1130000,180,Yes,Urban,Yes
LP002239,Male,No,0,Not Graduate,No,23460,16000,1320000,360,Yes,Semiurban,Yes
LP002243,Male,Yes,0,Not Graduate,No,30100,31360,0,360,No,Urban,No
LP002244,Male,Yes,0,Graduate,No,23330,24170,1360000,360,Yes,Urban,Yes
LP002250,Male,Yes,0,Graduate,No,54880,0,1250000,360,Yes,Rural,Yes
LP002255,Male,No,3+,Graduate,No,91670,0,1850000,360,Yes,Rural,Yes
LP002262,Male,Yes,3+,Graduate,No,95040,0,2750000,360,Yes,Rural,Yes
LP002263,Male,Yes,0,Graduate,No,25830,21150,1200000,360,,Urban,Yes
LP002265,Male,Yes,2,Not Graduate,No,19930,16250,1130000,180,Yes,Semiurban,Yes
LP002266,Male,Yes,2,Graduate,No,31000,14000,1130000,360,Yes,Urban,Yes
LP002272,Male,Yes,2,Graduate,No,32760,4840,1350000,360,,Semiurban,Yes
LP002277,Female,No,0,Graduate,No,31800,0,710000,360,No,Urban,No
LP002281,Male,Yes,0,Graduate,No,30330,14590,950000,360,Yes,Urban,Yes
LP002284,Male,No,0,Not Graduate,No,39020,16660,1090000,360,Yes,Rural,Yes
LP002287,Female,No,0,Graduate,No,15000,18000,1030000,360,No,Semiurban,No
LP002288,Male,Yes,2,Not Graduate,No,28890,0,450000,180,No,Urban,No
LP002296,Male,No,0,Not Graduate,No,27550,0,650000,300,Yes,Rural,No
LP002297,Male,No,0,Graduate,No,25000,200000,1030000,360,Yes,Semiurban,Yes
LP002300,Female,No,0,Not Graduate,No,19630,0,530000,360,Yes,Semiurban,Yes
LP002301,Female,No,0,Graduate,Yes,74410,0,1940000,360,Yes,Rural,No
LP002305,Female,No,0,Graduate,No,45470,0,1150000,360,Yes,Semiurban,Yes
LP002308,Male,Yes,0,Not Graduate,No,21670,24000,1150000,360,Yes,Urban,Yes
LP002314,Female,No,0,Not Graduate,No,22130,0,660000,360,Yes,Rural,Yes
LP002315,Male,Yes,1,Graduate,No,83000,0,1520000,300,No,Semiurban,No
LP002317,Male,Yes,3+,Graduate,No,810000,0,3600000,360,No,Rural,No
LP002318,Female,No,1,Not Graduate,Yes,38670,0,620000,360,Yes,Semiurban,No
LP002319,Male,Yes,0,Graduate,,62560,0,1600000,360,,Urban,Yes
LP002328,Male,Yes,0,Not Graduate,No,60960,0,2180000,360,No,Rural,No
LP002332,Male,Yes,0,Not Graduate,No,22530,20330,1100000,360,Yes,Rural,Yes
LP002335,Female,Yes,0,Not Graduate,No,21490,32370,1780000,360,No,Semiurban,No
LP002337,Female,No,0,Graduate,No,29950,0,600000,360,Yes,Urban,Yes
LP002341,Female,No,1,Graduate,No,26000,0,1600000,360,Yes,Urban,No
LP002342,Male,Yes,2,Graduate,Yes,16000,200000,2390000,360,Yes,Urban,No
LP002345,Male,Yes,0,Graduate,No,10250,27730,1120000,360,Yes,Rural,Yes
LP002347,Male,Yes,0,Graduate,No,32460,14170,1380000,360,Yes,Semiurban,Yes
LP002348,Male,Yes,0,Graduate,No,58290,0,1380000,360,Yes,Rural,Yes
LP002357,Female,No,0,Not Graduate,No,27200,0,800000,,No,Urban,No
LP002361,Male,Yes,0,Graduate,No,18200,17190,1000000,360,Yes,Urban,Yes
LP002362,Male,Yes,1,Graduate,No,72500,16670,1100000,,No,Urban,No
LP002364,Male,Yes,0,Graduate,No,148800,0,960000,360,Yes,Semiurban,Yes
LP002366,Male,Yes,0,Graduate,No,26660,43000,1210000,360,Yes,Rural,Yes
LP002367,Female,No,1,Not Graduate,No,46060,0,810000,360,Yes,Rural,No
LP002368,Male,Yes,2,Graduate,No,59350,0,1330000,360,Yes,Semiurban,Yes
LP002369,Male,Yes,0,Graduate,No,29200,161.2000084,870000,360,Yes,Rural,Yes
LP002370,Male,No,0,Not Graduate,No,27170,0,600000,180,Yes,Urban,Yes
LP002377,Female,No,1,Graduate,Yes,86240,0,1500000,360,Yes,Semiurban,Yes
LP002379,Male,No,0,Graduate,No,65000,0,1050000,360,No,Rural,No
LP002386,Male,No,0,Graduate,,128760,0,4050000,360,Yes,Semiurban,Yes
LP002387,Male,Yes,0,Graduate,No,24250,23400,1430000,360,Yes,Semiurban,Yes
LP002390,Male,No,0,Graduate,No,37500,0,1000000,360,Yes,Urban,Yes
LP002393,Female,,,Graduate,No,100470,0,0,240,Yes,Semiurban,Yes
LP002398,Male,No,0,Graduate,No,19260,18510,500000,360,Yes,Semiurban,Yes
LP002401,Male,Yes,0,Graduate,No,22130,11250,0,360,Yes,Urban,Yes
LP002403,Male,No,0,Graduate,Yes,104160,0,1870000,360,No,Urban,No
LP002407,Female,Yes,0,Not Graduate,Yes,71420,0,1380000,360,Yes,Rural,Yes
LP002408,Male,No,0,Graduate,No,36600,50640,1870000,360,Yes,Semiurban,Yes
LP002409,Male,Yes,0,Graduate,No,79010,18330,1800000,360,Yes,Rural,Yes
LP002418,Male,No,3+,Not Graduate,No,47070,19930,1480000,360,Yes,Semiurban,Yes
LP002422,Male,No,1,Graduate,No,377190,0,1520000,360,Yes,Semiurban,Yes
LP002424,Male,Yes,0,Graduate,No,73330,83330,1750000,300,,Rural,Yes
LP002429,Male,Yes,1,Graduate,Yes,34660,12100,1300000,360,Yes,Rural,Yes
LP002434,Male,Yes,2,Not Graduate,No,46520,0,1100000,360,Yes,Rural,Yes
LP002435,Male,Yes,0,Graduate,,35390,13760,550000,360,Yes,Rural,No
LP002443,Male,Yes,2,Graduate,No,33400,17100,1500000,360,No,Rural,No
LP002444,Male,No,1,Not Graduate,Yes,27690,15420,1900000,360,,Semiurban,No
LP002446,Male,Yes,2,Not Graduate,No,23090,12550,1250000,360,No,Rural,No
LP002447,Male,Yes,2,Not Graduate,No,19580,14560,600000,300,,Urban,Yes
LP002448,Male,Yes,0,Graduate,No,39480,17330,1490000,360,No,Rural,No
LP002449,Male,Yes,0,Graduate,No,24830,24660,900000,180,No,Rural,Yes
LP002453,Male,No,0,Graduate,Yes,70850,0,840000,360,Yes,Semiurban,Yes
LP002455,Male,Yes,2,Graduate,No,38590,0,960000,360,Yes,Semiurban,Yes
LP002459,Male,Yes,0,Graduate,No,43010,0,1180000,360,Yes,Urban,Yes
LP002467,Male,Yes,0,Graduate,No,37080,25690,1730000,360,Yes,Urban,No
LP002472,Male,No,2,Graduate,No,43540,0,1360000,360,Yes,Rural,Yes
LP002473,Male,Yes,0,Graduate,No,83340,0,1600000,360,Yes,Semiurban,No
LP002478,,Yes,0,Graduate,Yes,20830,40830,1600000,360,,Semiurban,Yes
LP002484,Male,Yes,3+,Graduate,No,77400,0,1280000,180,Yes,Urban,Yes
LP002487,Male,Yes,0,Graduate,No,30150,21880,1530000,360,Yes,Rural,Yes
LP002489,Female,No,1,Not Graduate,,51910,0,1320000,360,Yes,Semiurban,Yes
LP002493,Male,No,0,Graduate,No,41660,0,980000,360,No,Semiurban,No
LP002494,Male,No,0,Graduate,No,60000,0,1400000,360,Yes,Rural,Yes
LP002500,Male,Yes,3+,Not Graduate,No,29470,16640,700000,180,No,Urban,No
LP002501,,Yes,0,Graduate,No,166920,0,1100000,360,Yes,Semiurban,Yes
LP002502,Female,Yes,2,Not Graduate,,2100,29170,980000,360,Yes,Semiurban,Yes
LP002505,Male,Yes,0,Graduate,No,43330,24510,1100000,360,Yes,Urban,No
LP002515,Male,Yes,1,Graduate,Yes,34500,20790,1620000,360,Yes,Semiurban,Yes
LP002517,Male,Yes,1,Not Graduate,No,26530,15000,1130000,180,No,Rural,No
LP002519,Male,Yes,3+,Graduate,No,46910,0,1000000,360,Yes,Semiurban,Yes
LP002522,Female,No,0,Graduate,Yes,25000,0,930000,360,,Urban,Yes
LP002524,Male,No,2,Graduate,No,55320,46480,1620000,360,Yes,Rural,Yes
LP002527,Male,Yes,2,Graduate,Yes,165250,10140,1500000,360,Yes,Rural,Yes
LP002529,Male,Yes,2,Graduate,No,67000,17500,2300000,300,Yes,Semiurban,Yes
LP002530,,Yes,2,Graduate,No,28730,18720,1320000,360,No,Semiurban,No
LP002531,Male,Yes,1,Graduate,Yes,166670,22500,860000,360,Yes,Semiurban,Yes
LP002533,Male,Yes,2,Graduate,No,29470,16030,0,360,Yes,Urban,No
LP002534,Female,No,0,Not Graduate,No,43500,0,1540000,360,Yes,Rural,Yes
LP002536,Male,Yes,3+,Not Graduate,No,30950,0,1130000,360,Yes,Rural,Yes
LP002537,Male,Yes,0,Graduate,No,20830,31500,1280000,360,Yes,Semiurban,Yes
LP002541,Male,Yes,0,Graduate,No,108330,0,2340000,360,Yes,Semiurban,Yes
LP002543,Male,Yes,2,Graduate,No,83330,0,2460000,360,Yes,Semiurban,Yes
LP002544,Male,Yes,1,Not Graduate,No,19580,24360,1310000,360,Yes,Rural,Yes
LP002545,Male,No,2,Graduate,No,35470,0,800000,360,No,Rural,No
LP002547,Male,Yes,1,Graduate,No,183330,0,5000000,360,Yes,Urban,No
LP002555,Male,Yes,2,Graduate,Yes,45830,20830,1600000,360,Yes,Semiurban,Yes
LP002556,Male,No,0,Graduate,No,24350,0,750000,360,Yes,Urban,No
LP002560,Male,No,0,Not Graduate,No,26990,27850,960000,360,,Semiurban,Yes
LP002562,Male,Yes,1,Not Graduate,No,53330,11310,1860000,360,,Urban,Yes
LP002571,Male,No,0,Not Graduate,No,36910,0,1100000,360,Yes,Rural,Yes
LP002582,Female,No,0,Not Graduate,Yes,172630,0,2250000,360,Yes,Semiurban,Yes
LP002585,Male,Yes,0,Graduate,No,35970,21570,1190000,360,No,Rural,No
LP002586,Female,Yes,1,Graduate,No,33260,9130,1050000,84,Yes,Semiurban,Yes
LP002587,Male,Yes,0,Not Graduate,No,26000,17000,1070000,360,Yes,Rural,Yes
LP002588,Male,Yes,0,Graduate,No,46250,28570,1110000,12,,Urban,Yes
LP002600,Male,Yes,1,Graduate,Yes,28950,0,950000,360,Yes,Semiurban,Yes
LP002602,Male,No,0,Graduate,No,62830,44160,2090000,360,No,Rural,No
LP002603,Female,No,0,Graduate,No,6450,36830,1130000,480,Yes,Rural,Yes
LP002606,Female,No,0,Graduate,No,31590,0,1000000,360,Yes,Semiurban,Yes
LP002615,Male,Yes,2,Graduate,No,48650,56240,2080000,360,Yes,Semiurban,Yes
LP002618,Male,Yes,1,Not Graduate,No,40500,53020,1380000,360,,Rural,No
LP002619,Male,Yes,0,Not Graduate,No,38140,14830,1240000,300,Yes,Semiurban,Yes
LP002622,Male,Yes,2,Graduate,No,35100,44160,2430000,360,Yes,Rural,Yes
LP002624,Male,Yes,0,Graduate,No,208330,66670,4800000,360,,Urban,Yes
LP002625,,No,0,Graduate,No,35830,0,960000,360,Yes,Urban,No
LP002626,Male,Yes,0,Graduate,Yes,24790,30130,1880000,360,Yes,Urban,Yes
LP002634,Female,No,1,Graduate,No,132620,0,400000,360,Yes,Urban,Yes
LP002637,Male,No,0,Not Graduate,No,35980,12870,1000000,360,Yes,Rural,No
LP002640,Male,Yes,1,Graduate,No,60650,20040,2500000,360,Yes,Semiurban,Yes
LP002643,Male,Yes,2,Graduate,No,32830,20350,1480000,360,Yes,Urban,Yes
LP002648,Male,Yes,0,Graduate,No,21300,66660,700000,180,Yes,Semiurban,No
LP002652,Male,No,0,Graduate,No,58150,36660,3110000,360,Yes,Rural,No
LP002659,Male,Yes,3+,Graduate,No,34660,34280,1500000,360,Yes,Rural,Yes
LP002670,Female,Yes,2,Graduate,No,20310,16320,1130000,480,Yes,Semiurban,Yes
LP002682,Male,Yes,,Not Graduate,No,30740,18000,1230000,360,No,Semiurban,No
LP002683,Male,No,0,Graduate,No,46830,19150,1850000,360,Yes,Semiurban,No
LP002684,Female,No,0,Not Graduate,No,34000,0,950000,360,Yes,Rural,No
LP002689,Male,Yes,2,Not Graduate,No,21920,17420,450000,360,Yes,Semiurban,Yes
LP002690,Male,No,0,Graduate,No,25000,0,550000,360,Yes,Semiurban,Yes
LP002692,Male,Yes,3+,Graduate,Yes,56770,14240,1000000,360,Yes,Rural,Yes
LP002693,Male,Yes,2,Graduate,Yes,79480,71660,4800000,360,Yes,Rural,Yes
LP002697,Male,No,0,Graduate,No,46800,20870,0,360,Yes,Semiurban,No
LP002699,Male,Yes,2,Graduate,Yes,175000,0,4000000,360,Yes,Rural,Yes
LP002705,Male,Yes,0,Graduate,No,37750,0,1100000,360,Yes,Semiurban,Yes
LP002706,Male,Yes,1,Not Graduate,No,52850,14300,1610000,360,No,Semiurban,Yes
LP002714,Male,No,1,Not Graduate,No,26790,13020,940000,360,Yes,Semiurban,Yes
LP002716,Male,No,0,Not Graduate,No,67830,0,1300000,360,Yes,Semiurban,Yes
LP002717,Male,Yes,0,Graduate,No,10250,55000,2160000,360,,Rural,Yes
LP002720,Male,Yes,3+,Graduate,No,42810,0,1000000,360,Yes,Urban,Yes
LP002723,Male,No,2,Graduate,No,35880,0,1100000,360,No,Rural,No
LP002729,Male,No,1,Graduate,No,112500,0,1960000,360,,Semiurban,No
LP002731,Female,No,0,Not Graduate,Yes,181650,0,1250000,360,Yes,Urban,Yes
LP002732,Male,No,0,Not Graduate,,25500,20420,1260000,360,Yes,Rural,Yes
LP002734,Male,Yes,0,Graduate,No,61330,39060,3240000,360,Yes,Urban,Yes
LP002738,Male,No,2,Graduate,No,36170,0,1070000,360,Yes,Semiurban,Yes
LP002739,Male,Yes,0,Not Graduate,No,29170,5360,660000,360,Yes,Rural,No
LP002740,Male,Yes,3+,Graduate,No,64170,0,1570000,180,Yes,Rural,Yes
LP002741,Female,Yes,1,Graduate,No,46080,28450,1400000,180,Yes,Semiurban,Yes
LP002743,Female,No,0,Graduate,No,21380,0,990000,360,No,Semiurban,No
LP002753,Female,No,1,Graduate,,36520,0,950000,360,Yes,Semiurban,Yes
LP002755,Male,Yes,1,Not Graduate,No,22390,25240,1280000,360,Yes,Urban,Yes
LP002757,Female,Yes,0,Not Graduate,No,30170,6630,1020000,360,,Semiurban,Yes
LP002767,Male,Yes,0,Graduate,No,27680,19500,1550000,360,Yes,Rural,Yes
LP002768,Male,No,0,Not Graduate,No,33580,0,800000,36,Yes,Semiurban,No
LP002772,Male,No,0,Graduate,No,25260,17830,1450000,360,Yes,Rural,Yes
LP002776,Female,No,0,Graduate,No,50000,0,1030000,360,No,Semiurban,No
LP002777,Male,Yes,0,Graduate,No,27850,20160,1100000,360,Yes,Rural,Yes
LP002778,Male,Yes,2,Graduate,Yes,66330,0,0,360,No,Rural,No
LP002784,Male,Yes,1,Not Graduate,No,24920,23750,0,360,Yes,Rural,Yes
LP002785,Male,Yes,1,Graduate,No,33330,32500,1580000,360,Yes,Urban,Yes
LP002788,Male,Yes,0,Not Graduate,No,24540,23330,1810000,360,No,Urban,No
LP002789,Male,Yes,0,Graduate,No,35930,42660,1320000,180,No,Rural,No
LP002792,Male,Yes,1,Graduate,No,54680,10320,260000,360,Yes,Semiurban,Yes
LP002794,Female,No,0,Graduate,No,26670,16250,840000,360,,Urban,Yes
LP002795,Male,Yes,3+,Graduate,Yes,101390,0,2600000,360,Yes,Semiurban,Yes
LP002798,Male,Yes,0,Graduate,No,38870,26690,1620000,360,Yes,Semiurban,Yes
LP002804,Female,Yes,0,Graduate,No,41800,23060,1820000,360,Yes,Semiurban,Yes
LP002807,Male,Yes,2,Not Graduate,No,36750,2420,1080000,360,Yes,Semiurban,Yes
LP002813,Female,Yes,1,Graduate,Yes,194840,0,6000000,360,Yes,Semiurban,Yes
LP002820,Male,Yes,0,Graduate,No,59230,20540,2110000,360,Yes,Rural,Yes
LP002821,Male,No,0,Not Graduate,Yes,58000,0,1320000,360,Yes,Semiurban,Yes
LP002832,Male,Yes,2,Graduate,No,87990,0,2580000,360,No,Urban,No
LP002833,Male,Yes,0,Not Graduate,No,44670,0,1200000,360,,Rural,Yes
LP002836,Male,No,0,Graduate,No,33330,0,700000,360,Yes,Urban,Yes
LP002837,Male,Yes,3+,Graduate,No,34000,25000,1230000,360,No,Rural,No
LP002840,Female,No,0,Graduate,No,23780,0,90000,360,Yes,Urban,No
LP002841,Male,Yes,0,Graduate,No,31660,20640,1040000,360,No,Urban,No
LP002842,Male,Yes,1,Graduate,No,34170,17500,1860000,360,Yes,Urban,Yes
LP002847,Male,Yes,,Graduate,No,51160,14510,1650000,360,No,Urban,No
LP002855,Male,Yes,2,Graduate,No,166660,0,2750000,360,Yes,Urban,Yes
LP002862,Male,Yes,2,Not Graduate,No,61250,16250,1870000,480,Yes,Semiurban,No
LP002863,Male,Yes,3+,Graduate,No,64060,0,1500000,360,Yes,Semiurban,No
LP002868,Male,Yes,2,Graduate,No,31590,4610,1080000,84,Yes,Urban,Yes
LP002872,,Yes,0,Graduate,No,30870,22100,1360000,360,No,Semiurban,No
LP002874,Male,No,0,Graduate,No,32290,27390,1100000,360,Yes,Urban,Yes
LP002877,Male,Yes,1,Graduate,No,17820,22320,1070000,360,Yes,Rural,Yes
LP002888,Male,No,0,Graduate,,31820,29170,1610000,360,Yes,Urban,Yes
LP002892,Male,Yes,2,Graduate,No,65400,0,2050000,360,Yes,Semiurban,Yes
LP002893,Male,No,0,Graduate,No,18360,338370,900000,360,Yes,Urban,No
LP002894,Female,Yes,0,Graduate,No,31660,0,360000,360,Yes,Semiurban,Yes
LP002898,Male,Yes,1,Graduate,No,18800,0,610000,360,,Rural,No
LP002911,Male,Yes,1,Graduate,No,27870,19170,1460000,360,No,Rural,No
LP002912,Male,Yes,1,Graduate,No,42830,30000,1720000,84,Yes,Rural,No
LP002916,Male,Yes,0,Graduate,No,22970,15220,1040000,360,Yes,Urban,Yes
LP002917,Female,No,0,Not Graduate,No,21650,0,700000,360,Yes,Semiurban,Yes
LP002925,,No,0,Graduate,No,47500,0,940000,360,Yes,Semiurban,Yes
LP002926,Male,Yes,2,Graduate,Yes,27260,0,1060000,360,No,Semiurban,No
LP002928,Male,Yes,0,Graduate,No,30000,34160,560000,180,Yes,Semiurban,Yes
LP002931,Male,Yes,2,Graduate,Yes,60000,0,2050000,240,Yes,Semiurban,No
LP002933,,No,3+,Graduate,Yes,93570,0,2920000,360,Yes,Semiurban,Yes
LP002936,Male,Yes,0,Graduate,No,38590,33000,1420000,180,Yes,Rural,Yes
LP002938,Male,Yes,0,Graduate,Yes,161200,0,2600000,360,Yes,Urban,Yes
LP002940,Male,No,0,Not Graduate,No,38330,0,1100000,360,Yes,Rural,Yes
LP002941,Male,Yes,2,Not Graduate,Yes,63830,10000,1870000,360,Yes,Rural,No
LP002943,Male,No,,Graduate,No,29870,0,880000,360,No,Semiurban,No
LP002945,Male,Yes,0,Graduate,Yes,99630,0,1800000,360,Yes,Rural,Yes
LP002948,Male,Yes,2,Graduate,No,57800,0,1920000,360,Yes,Urban,Yes
LP002949,Female,No,3+,Graduate,,4160,416670,3500000,180,,Urban,No
LP002950,Male,Yes,0,Not Graduate,,28940,27920,1550000,360,Yes,Rural,Yes
LP002953,Male,Yes,3+,Graduate,No,57030,0,1280000,360,Yes,Urban,Yes
LP002958,Male,No,0,Graduate,No,36760,43010,1720000,360,Yes,Rural,Yes
LP002959,Female,Yes,1,Graduate,No,120000,0,4960000,360,Yes,Semiurban,Yes
LP002960,Male,Yes,0,Not Graduate,No,24000,38000,0,180,Yes,Urban,No
LP002961,Male,Yes,1,Graduate,No,34000,25000,1730000,360,Yes,Semiurban,Yes
LP002964,Male,Yes,2,Not Graduate,No,39870,14110,1570000,360,Yes,Rural,Yes
LP002974,Male,Yes,0,Graduate,No,32320,19500,1080000,360,Yes,Rural,Yes
LP002978,Female,No,0,Graduate,No,29000,0,710000,360,Yes,Rural,Yes
LP002979,Male,Yes,3+,Graduate,No,41060,0,400000,180,Yes,Rural,Yes
LP002983,Male,Yes,1,Graduate,No,80720,2400,2530000,360,Yes,Urban,Yes
LP002984,Male,Yes,2,Graduate,No,75830,0,1870000,360,Yes,Urban,Yes
LP002990,Female,No,0,Graduate,Yes,45830,0,1330000,360,No,Semiurban,No
